LINK_ID	GEOMETRY
222	LINESTRING (970544.22450784 -4284135.21834927,970544.05050312 -4284133.54529969,970541.42324154 -4284109.05294812,970539.02037206 -4284067.03862671,970536.00196402 -4284031.96028349)
223	LINESTRING (970536.00196402 -4284031.96028349,970539.02037206 -4284067.03862671,970541.42324154 -4284109.05294812,970544.05050312 -4284133.54529969,970544.22450784 -4284135.21834927)
224	LINESTRING (970354.3591005 -4278510.40248316)
225	LINESTRING (970354.3591005 -4278510.40248316)
226	LINESTRING (966549.66365121 -4291399.73717242,966547.30463554 -4291402.52304528)
227	LINESTRING (966547.30463554 -4291402.52304528,966549.66365121 -4291399.73717242)
230	LINESTRING (970051.11499963 -4292328.10497305,970046.85917832 -4292328.06881973,970040.55892715 -4292328.94066898,970034.69855277 -4292330.78097877,970030.57176071 -4292333.0306435,970027.84991224 -4292335.38079943,970025.94284919 -4292337.8694575,970024.31919325 -4292340.47254374,970022.33890156 -4292343.39177484)
231	LINESTRING (970022.33890156 -4292343.39177484,970024.31919325 -4292340.47254374,970025.94284919 -4292337.8694575,970027.84991224 -4292335.38079943,970030.57176071 -4292333.0306435,970034.69855277 -4292330.78097877,970040.55892715 -4292328.94066898,970046.85917832 -4292328.06881973,970051.11499963 -4292328.10497305)
232	LINESTRING (970034.71832122 -4292312.5641059,970054.90391955 -4292319.24868638,970080.99663881 -4292325.08310783,970103.53658765 -4292328.23141976,970127.12936872 -4292328.39063103,970148.5626147 -4292325.99679891,970172.18748732 -4292321.41938368,970197.58470694 -4292313.65812403,970218.57182445 -4292305.28697747)
233	LINESTRING (970218.57182445 -4292305.28697747,970197.58470694 -4292313.65812403,970172.18748732 -4292321.41938368,970148.5626147 -4292325.99679891,970127.12936872 -4292328.39063103,970103.53658765 -4292328.23141976,970080.99663881 -4292325.08310783,970054.90391955 -4292319.24868638,970034.71832122 -4292312.5641059)
236	LINESTRING (973864.39014848 -4296739.11506139,973865.39733013 -4296745.35586555)
237	LINESTRING (973865.39733013 -4296745.35586555,973864.39014848 -4296739.11506139)
238	LINESTRING (973939.86324368 -4296753.66908119,973931.93145828 -4296748.04134636,973921.73396682 -4296742.80848852,973913.59722169 -4296740.4238258,973905.80191276 -4296739.51479454,973893.80861711 -4296740.15323039)
239	LINESTRING (973893.80861711 -4296740.15323039,973905.80191276 -4296739.51479454,973913.59722169 -4296740.4238258,973921.73396682 -4296742.80848852,973931.93145828 -4296748.04134636,973939.86324368 -4296753.66908119)
242	LINESTRING (977620.22741776 -4300050.22182331,977639.13900299 -4300110.03662615,977659.58694514 -4300197.05421109,977662.83763126 -4300212.88637426,977665.84942006 -4300227.39735182,977667.84725484 -4300241.21365094,977670.1945638 -4300264.56511217,977672.26913849 -4300297.85638727,977674.19091421 -4300323.31106858)
243	LINESTRING (977674.19091421 -4300323.31106858,977672.26913849 -4300297.85638727,977670.1945638 -4300264.56511217,977667.84725484 -4300241.21365094,977665.84942006 -4300227.39735182,977662.83763126 -4300212.88637426,977659.58694514 -4300197.05421109,977639.13900299 -4300110.03662615,977620.22741776 -4300050.22182331)
246	LINESTRING (981868.56138466 -4301689.64917372,981817.54451831 -4301675.95954495,981681.00841012 -4301644.1565638)
247	LINESTRING (981681.00841012 -4301644.1565638,981817.54451831 -4301675.95954495,981868.56138466 -4301689.64917372)
248	LINESTRING (974759.63920091 -4295857.36886737,974760.07596797 -4295855.63670456,974760.49609162 -4295853.9927274)
249	LINESTRING (974760.49609162 -4295853.9927274,974760.07596797 -4295855.63670456,974759.63920091 -4295857.36886737)
250	LINESTRING (971670.00331677 -4296552.82873156)
251	LINESTRING (971670.00331677 -4296552.82873156)
252	LINESTRING (971461.60892421 -4297502.03194153,971458.72932248 -4297513.38954593,971454.4917735 -4297531.520172,971453.9949617 -4297533.63949524)
253	LINESTRING (971453.9949617 -4297533.63949524,971454.4917735 -4297531.520172,971458.72932248 -4297513.38954593,971461.60892421 -4297502.03194153)
254	LINESTRING (971859.23951641 -4296739.41727215,971887.98002187 -4296778.99639704)
255	LINESTRING (971887.98002187 -4296778.99639704,971859.23951641 -4296739.41727215)
256	LINESTRING (971772.53969814 -4296636.36115265,971736.48396791 -4296580.75512209,971718.25831822 -4296550.49190378,971698.85652282 -4296516.0017688,971681.66503325 -4296482.55713435,971666.89449302 -4296454.14343512)
257	LINESTRING (971666.89449302 -4296454.14343512,971681.66503325 -4296482.55713435,971698.85652282 -4296516.0017688,971718.25831822 -4296550.49190378,971736.48396791 -4296580.75512209,971772.53969814 -4296636.36115265)
258	LINESTRING (971076.68995583 -4296053.88208765,971091.04450982 -4296068.09368714,971103.63521957 -4296077.27618461,971115.63730142 -4296085.3649756,971130.89590469 -4296093.11153359,971145.92819864 -4296099.1797994,971160.55419157 -4296104.20395095,971172.84067025 -4296107.11813728,971188.34855424 -4296109.98959152)
259	LINESTRING (971188.34855424 -4296109.98959152,971172.84067025 -4296107.11813728,971160.55419157 -4296104.20395095,971145.92819864 -4296099.1797994,971130.89590469 -4296093.11153359,971115.63730142 -4296085.3649756,971103.63521957 -4296077.27618461,971091.04450982 -4296068.09368714,971076.68995583 -4296053.88208765)
260	LINESTRING (973157.0236019 -4296738.71540486,973188.46700452 -4296752.62629799,973203.96613397 -4296759.33250997,973250.08915594 -4296779.76581841,973269.11201913 -4296788.55213134,973286.4135589 -4296796.0891133,973292.64532482 -4296798.81033652,973318.76007762 -4296809.53060355,973339.65825803 -4296817.30504761)
261	LINESTRING (973339.65825803 -4296817.30504761,973318.76007762 -4296809.53060355,973292.64532482 -4296798.81033652,973286.4135589 -4296796.0891133,973269.11201913 -4296788.55213134,973250.08915594 -4296779.76581841,973203.96613397 -4296759.33250997,973188.46700452 -4296752.62629799,973157.0236019 -4296738.71540486)
264	LINESTRING (983280.5378464 -4304574.05670132)
265	LINESTRING (983280.5378464 -4304574.05670132)
266	LINESTRING (983635.76469944 -4304634.7076789)
267	LINESTRING (983635.76469944 -4304634.7076789)
268	LINESTRING (983578.41525087 -4304613.76432483,983587.22460355 -4304611.69925542,983595.48670212 -4304607.9937946,983602.7727132 -4304603.77568951,983609.3281456 -4304599.48150495,983614.98847607 -4304593.76265455,983619.34066918 -4304587.56892939,983623.83303805 -4304579.89674129,983627.10572412 -4304572.65432214)
269	LINESTRING (983627.10572412 -4304572.65432214,983623.83303805 -4304579.89674129,983619.34066918 -4304587.56892939,983614.98847607 -4304593.76265455,983609.3281456 -4304599.48150495,983602.7727132 -4304603.77568951,983595.48670212 -4304607.9937946,983587.22460355 -4304611.69925542,983578.41525087 -4304613.76432483)
270	LINESTRING (983650.90598627 -4304600.95409504,983654.44213292 -4304610.852567,983658.10285911 -4304617.84753528,983670.43982483 -4304633.17967294)
271	LINESTRING (983670.43982483 -4304633.17967294,983658.10285911 -4304617.84753528,983654.44213292 -4304610.852567,983650.90598627 -4304600.95409504)
272	LINESTRING (984022.40408287 -4304795.93414476,983998.90684179 -4304792.83782863,983893.61567898 -4304775.17813927,983870.56917531 -4304773.00772469,983826.83419607 -4304769.12309934,983811.29566931 -4304768.33710689,983779.13814022 -4304767.02794279)
273	LINESTRING (983779.13814022 -4304767.02794279,983811.29566931 -4304768.33710689,983826.83419607 -4304769.12309934,983870.56917531 -4304773.00772469,983893.61567898 -4304775.17813927,983998.90684179 -4304792.83782863,984022.40408287 -4304795.93414476)
274	LINESTRING (983640.39027073 -4304773.09014806,983630.91793624 -4304776.51996886,983622.25444327 -4304780.14493356,983614.52213667 -4304785.3883584,983606.82929493 -4304792.88849396,983601.69712227 -4304798.36282202,983597.10314381 -4304804.4790722,983591.27276071 -4304815.11524672)
275	LINESTRING (983591.27276071 -4304815.11524672,983597.10314381 -4304804.4790722,983601.69712227 -4304798.36282202,983606.82929493 -4304792.88849396,983614.52213667 -4304785.3883584,983622.25444327 -4304780.14493356,983630.91793624 -4304776.51996886,983640.39027073 -4304773.09014806)
278	LINESTRING (970673.37589769 -4305746.48569906,970679.0966121 -4305787.61061449,970726.91611643 -4305913.80720951,970745.37354044 -4305962.10196053,970752.5009977 -4305990.61633475,970756.99733365 -4306019.15794772,970763.15121601 -4306102.5482538,970763.83025453 -4306111.72127513,970764.22438993 -4306150.08188673,970754.81040035 -4306255.45796521,970754.96388055 -4306260.08984588,970757.29090158 -4306274.77684931,970772.15947212 -4306338.67561904,970786.2789174 -4306392.27431419,970797.20342977 -4306441.08671336,970802.05461024 -4306474.8948991,970803.38303536 -4306542.10243555,970803.28315628 -4306618.51156753,970799.73113214 -4306665.81995367,970774.0356207 -4306793.82720688,970762.75458652 -4306846.94895323,970758.1933597 -4306878.41916927,970756.4701386 -4306900.40789284,970754.21445502 -4306925.63449603,970747.82235362 -4306954.4893088,970740.58159605 -4306975.70298044,970724.60141644 -4307016.18298348,970709.11541806 -4307055.68625795)
279	LINESTRING (970709.11541806 -4307055.68625795,970724.60141644 -4307016.18298348,970740.58159605 -4306975.70298044,970747.82235362 -4306954.4893088,970754.21445502 -4306925.63449603,970756.4701386 -4306900.40789284,970758.1933597 -4306878.41916927,970762.75458652 -4306846.94895323,970774.0356207 -4306793.82720688,970799.73113214 -4306665.81995367,970803.28315628 -4306618.51156753,970803.38303536 -4306542.10243555,970802.05461024 -4306474.8948991,970797.20342977 -4306441.08671336,970786.2789174 -4306392.27431419,970772.15947212 -4306338.67561904,970757.29090158 -4306274.77684931,970754.96388055 -4306260.08984588,970754.81040035 -4306255.45796521,970764.22438993 -4306150.08188673,970763.83025453 -4306111.72127513,970763.15121601 -4306102.5482538,970756.99733365 -4306019.15794772,970752.5009977 -4305990.61633475,970745.37354044 -4305962.10196053,970726.91611643 -4305913.80720951,970679.0966121 -4305787.61061449,970673.37589769 -4305746.48569906)
280	LINESTRING (971221.19492857 -4308119.2310112,971294.32476977 -4308245.13838087,971300.16708838 -4308254.24934156,971324.03771552 -4308291.45470269,971336.16786817 -4308310.36598951,971398.36222464 -4308417.27782444,971456.8338665 -4308515.80338369,971533.14651688 -4308642.91280436,971554.09184098 -4308678.93207288,971561.22160315 -4308694.3109839,971580.28564913 -4308744.07784568,971603.44767303 -4308810.88605857,971606.36114216 -4308819.26952826,971634.22810432 -4308896.30030729,971638.47074902 -4308924.24001337,971650.35195042 -4309095.60918545,971655.63404254 -4309119.59317296,971673.53936802 -4309173.03736159,971699.01579112 -4309249.36621847,971712.33129456 -4309289.24624182,971722.86298638 -4309326.24744225)
281	LINESTRING (971722.86298638 -4309326.24744225,971712.33129456 -4309289.24624182,971699.01579112 -4309249.36621847,971673.53936802 -4309173.03736159,971655.63404254 -4309119.59317296,971650.35195042 -4309095.60918545,971638.47074902 -4308924.24001337,971634.22810432 -4308896.30030729,971606.36114216 -4308819.26952826,971603.44767303 -4308810.88605857,971580.28564913 -4308744.07784568,971561.22160315 -4308694.3109839,971554.09184098 -4308678.93207288,971533.14651688 -4308642.91280436,971456.8338665 -4308515.80338369,971398.36222464 -4308417.27782444,971336.16786817 -4308310.36598951,971324.03771552 -4308291.45470269,971300.16708838 -4308254.24934156,971294.32476977 -4308245.13838087,971221.19492857 -4308119.2310112)
282	LINESTRING (972701.13620305 -4312986.15811664,972702.2789629 -4312982.7490591,972704.83090811 -4312979.36293087,972708.3889317 -4312977.05191073,972712.5283415 -4312976.10383655)
283	LINESTRING (972712.5283415 -4312976.10383655,972708.3889317 -4312977.05191073,972704.83090811 -4312979.36293087,972702.2789629 -4312982.7490591,972701.13620305 -4312986.15811664)
284	LINESTRING (972746.54579027 -4313128.82429621,972754.08803478 -4313163.78611192,972768.76208748 -4313214.34346132,972788.99045768 -4313283.3964081,972790.52707555 -4313287.8258612,972820.28422769 -4313390.43481318,972874.08918119 -4313589.60198705,972890.26924065 -4313652.5929593,972904.88013933 -4313683.45635734,972925.02133727 -4313706.53099108,972992.90579295 -4313747.21323474,973060.96976054 -4313785.74770134,973131.70071622 -4313822.81282061,973158.00880487 -4313843.77283507,973178.2284247 -4313866.45133277,973257.43181615 -4313965.80944619,973318.38552286 -4314039.25410041,973373.5671677 -4314108.99598968,973446.59445576 -4314207.29746455,973484.3232878 -4314259.32501453)
285	LINESTRING (973484.3232878 -4314259.32501453,973446.59445576 -4314207.29746455,973373.5671677 -4314108.99598968,973318.38552286 -4314039.25410041,973257.43181615 -4313965.80944619,973178.2284247 -4313866.45133277,973158.00880487 -4313843.77283507,973131.70071622 -4313822.81282061,973060.96976054 -4313785.74770134,972992.90579295 -4313747.21323474,972925.02133727 -4313706.53099108,972904.88013933 -4313683.45635734,972890.26924065 -4313652.5929593,972874.08918119 -4313589.60198705,972820.28422769 -4313390.43481318,972790.52707555 -4313287.8258612,972788.99045768 -4313283.3964081,972768.76208748 -4313214.34346132,972754.08803478 -4313163.78611192,972746.54579027 -4313128.82429621)
286	LINESTRING (974365.30709649 -4315359.87857158,974387.08553317 -4315367.01041433,974409.57373947 -4315370.51559103,974430.40399944 -4315370.37623976,974460.86065601 -4315363.70619015,974488.63829273 -4315350.98055022,974539.34451396 -4315312.87985271,974614.25343504 -4315251.77057702,974788.66196208 -4315107.7121154,974815.0104746 -4315086.54117381)
287	LINESTRING (974815.0104746 -4315086.54117381,974788.66196208 -4315107.7121154,974614.25343504 -4315251.77057702,974539.34451396 -4315312.87985271,974488.63829273 -4315350.98055022,974460.86065601 -4315363.70619015,974430.40399944 -4315370.37623976,974409.57373947 -4315370.51559103,974387.08553317 -4315367.01041433,974365.30709649 -4315359.87857158)
290	LINESTRING (993292.50955165 -4295675.987549,993295.39481491 -4295689.43684685,993289.55678514 -4295800.73857921,993282.65749365 -4295932.21945773)
291	LINESTRING (993282.65749365 -4295932.21945773,993289.55678514 -4295800.73857921,993295.39481491 -4295689.43684685,993292.50955165 -4295675.987549)
292	LINESTRING (994032.03025742 -4296307.14373067)
293	LINESTRING (994032.03025742 -4296307.14373067)
296	LINESTRING (954285.70618275 -4281761.71609606,954290.28276033 -4281783.41157067,954295.59181828 -4281806.2116208,954302.49894623 -4281829.77627749,954311.93235618 -4281855.41733198,954324.37885853 -4281887.09659495,954461.92488807 -4282250.16395988,954470.47904954 -4282273.08673407,954488.56329825 -4282318.85948615,954518.53251385 -4282398.16812808,954523.9286423 -4282415.18585403,954529.06933372 -4282430.31121714,954532.90215556 -4282443.6777038,954535.525826 -4282454.2409947,954537.68988213 -4282467.66557777,954538.94430553 -4282484.52875737,954539.56264195 -4282499.06362643,954539.34145831 -4282513.73910267,954538.46763158 -4282528.76165959,954536.0392746 -4282544.89373933,954533.58403634 -4282556.47627766,954424.20399395 -4283033.62773948,954421.93496071 -4283045.94330565,954420.50396472 -4283060.10058818,954418.80888493 -4283075.05278718,954417.96165543 -4283089.66349527,954418.17329603 -4283111.41025154,954418.99492598 -4283135.6847467,954420.93902107 -4283156.52769347,954424.42744219 -4283178.75789915,954446.66259064 -4283293.86071578)
297	LINESTRING (954446.66259064 -4283293.86071578,954424.42744219 -4283178.75789915,954420.93902107 -4283156.52769347,954418.99492598 -4283135.6847467,954418.17329603 -4283111.41025154,954417.96165543 -4283089.66349527,954418.80888493 -4283075.05278718,954420.50396472 -4283060.10058818,954421.93496071 -4283045.94330565,954424.20399395 -4283033.62773948,954533.58403634 -4282556.47627766,954536.0392746 -4282544.89373933,954538.46763158 -4282528.76165959,954539.34145831 -4282513.73910267,954539.56264195 -4282499.06362643,954538.94430553 -4282484.52875737,954537.68988213 -4282467.66557777,954535.525826 -4282454.2409947,954532.90215556 -4282443.6777038,954529.06933372 -4282430.31121714,954523.9286423 -4282415.18585403,954518.53251385 -4282398.16812808,954488.56329825 -4282318.85948615,954470.47904954 -4282273.08673407,954461.92488807 -4282250.16395988,954324.37885853 -4281887.09659495,954311.93235618 -4281855.41733198,954302.49894623 -4281829.77627749,954295.59181828 -4281806.2116208,954290.28276033 -4281783.41157067,954285.70618275 -4281761.71609606)
